SE id(SA)
349490
349451
349446
349435
349387
349370
349354
349284
349257
344349
344334
344299
344290
344287
344279
344265
162987
162975
349494
349447
349442
349409
349367
349363
344361
344350
344296
209745
162963
209771
209768
209760
349488
349487
349427
349400
349273
349255
344362
344314
344289
344275
344273
344264
344263
209749
209740
162985
162952
209804
209791
209784
349353
349351
349347
349341
349303
349288
349247
344302
344269
209794
209789
209787
209774
857598
857593
349486
349432
349424
349416
349415
349356
349346
349304
349302
349296
349295
349279
349262
344303
344277
209780
209752
857611
349371
349316
349294
349278
344301
344300
162984
162982
162966
209790
857610
349485
349428
349420
349403
349392
349388
349360
349266
349263
349223
349222
344363
344337
344333
344323
162979
349503
349419
349412
349398
349372
349250
349241
349218
344344
344328
344291
209747
162965
209801
209796
209785
857596
349441
349437
349393
349378
349256
344359
344358
344357
344345
344340
344311
344262
209770
857622
857605
857595
349501
349499
349445
349422
349421
349413
349407
349385
349340
349289
349246
349245
344315
344307
344298
344294
344268
209750
162950
209802
209793
209769
857624
857599
349495
349448
349329
349324
349319
349269
349244
349219
344339
344284
209792
349443
349406
349402
349357
349320
349293
349276
349275
349226
344348
344329
344324
344318
344267
162953
162951
209798
209779
209758
349491
349482
349439
349436
349408
349373
349350
349349
349307
349274
349270
349243
349236
349235
344338
344288
344283
162977
857618
349383
349361
349358
349332
349331
349330
349317
349315
349292
349282
349281
349280
349260
349254
344322
162971
209803
857619
857615
349444
349434
349426
349411
349389
349382
349380
349290
349283
349240
349238
344342
162981
209776
857628
857623
857612
349344
349333
349328
344297
162962
857609
349502
349492
349431
349395
349368
349325
349299
349267
349249
344352
344351
344326
344308
344270
344266
209746
162986
162973
209788
209778
857602
349484
349483
349396
349359
349345
349291
349286
349248
349224
344343
344310
344282
209742
857601
349504
349498
349418
349414
349401
349391
349335
349322
349298
349272
349228
344330
344316
344313
162961
209773
209772
209751
857607
349379
349348
349313
349309
349261
349232
344274
857608
349506
349430
349397
349375
349364
349355
349300
349268
349242
349239
349229
349220
231212
209741
209777
209759
857621
349508
349312
349311
349271
349259
344341
344317
344312
344276
162978
162972
209795
209786
209782
349493
349423
349404
349394
349352
349327
349285
349252
349231
349221
344336
344295
344281
209799
209781
209757
209753
857629
349505
349381
349369
349336
349251
349227
344360
344346
344327
344321
344309
344286
162980
209783
209775
857597
349440
349365
344332
344331
181707
857614
857606
349500
349497
349449
349438
349343
349321
349314
349310
349258
349234
349233
344353
344335
344292
857625
857616
857613
857594
349390
349376
349339
349338
349334
349277
349264
344304
344285
344271
162974
162964
857626
349507
349489
349429
349410
349405
349386
349366
349326
349318
349297
349287
349253
344355
344354
344306
344293
344280
231123
209743
209797
857620
857604
857603
857592
349417
349384
349374
349362
349342
349225
162976
162949
857627
349301
344356
344347
344319
344278
209800
857617
349433
349425
349377
349323
349308
349305
349237
344325
344272
209748
162983
209755
209754
857600
349496
349450
349399
349337
349306
349265
349230
344320
344305
209744
209756
